datetime,open,high,low,close,volume
2020-02-10 08:00:00,25.07,25.907,24.78,25.053,302773.53
2020-02-10 09:00:00,25.054,25.054,24.1,24.65,93888.13
2020-02-10 10:00:00,24.653,24.898,24.031,24.816,93315.4
2020-02-10 11:00:00,24.819,24.89,24.262,24.555,76560.51
2020-02-10 12:00:00,24.554,25.079,24.38,24.907,84379.44
2020-02-10 13:00:00,24.893,25.401,24.891,25.048,134892.72
2020-02-10 14:00:00,25.047,25.2,24.7,24.899,97969.95
2020-02-10 15:00:00,24.894,25.295,24.889,25.113,84963.91
2020-02-10 16:00:00,25.105,25.55,25.105,25.23,105287.17
2020-02-10 17:00:00,25.23,25.5,25.066,25.464,68290.29
2020-02-10 18:00:00,25.463,25.486,25.273,25.273,38779.32
2020-02-10 19:00:00,25.28,25.503,25.263,25.411,41983.85
2020-02-10 20:00:00,25.411,25.636,25.383,25.383,40500.68
2020-02-10 21:00:00,25.383,25.41,25.2,25.322,37328.05
2020-02-10 22:00:00,25.322,25.339,24.923,25.123,50307.18
2020-02-10 23:00:00,25.123,25.462,25.123,25.189,53871.73
2020-02-11 00:00:00,25.19,25.264,24.8,24.941,109972.8
2020-02-11 01:00:00,24.966,25.136,24.895,24.967,56539.23
2020-02-11 02:00:00,24.967,25.131,24.55,24.666,67344.62
2020-02-11 03:00:00,24.666,24.89,24.479,24.722,97342.86
2020-02-11 04:00:00,24.718,24.722,24.35,24.389,74331.86
2020-02-11 05:00:00,24.381,24.571,24.375,24.375,58706.58
2020-02-11 06:00:00,24.376,24.563,24.25,24.331,67720.0
2020-02-11 07:00:00,24.33,24.56,24.28,24.53,48743.18
2020-02-11 08:00:00,24.53,24.823,24.475,24.801,39530.6
2020-02-11 09:00:00,24.803,25.18,24.761,24.852,101457.95
2020-02-11 10:00:00,24.851,25.0,24.725,24.963,58515.34
2020-02-11 11:00:00,24.963,25.0,24.725,24.975,46222.8
2020-02-11 12:00:00,24.974,25.332,24.952,25.145,76441.31
2020-02-11 13:00:00,25.146,25.243,24.9,24.954,40260.31
2020-02-11 14:00:00,24.955,25.111,24.81,24.81,54153.07
2020-02-11 15:00:00,24.814,25.29,24.814,25.094,165346.19
2020-02-11 16:00:00,25.081,25.25,24.825,25.117,179263.06
2020-02-11 17:00:00,25.116,25.864,25.116,25.782,96331.67
2020-02-11 18:00:00,25.781,25.804,25.278,25.32,111902.31
2020-02-11 19:00:00,25.332,25.6,25.298,25.6,50534.59
2020-02-11 20:00:00,25.599,25.641,25.395,25.527,55314.8
2020-02-11 21:00:00,25.523,25.535,25.266,25.366,48172.78
2020-02-11 22:00:00,25.358,25.55,25.305,25.549,39243.87
2020-02-11 23:00:00,25.543,25.75,25.541,25.705,39670.21
2020-02-12 00:00:00,25.705,25.977,25.605,25.89,48412.22
2020-02-12 01:00:00,25.885,25.921,25.666,25.671,64186.6
2020-02-12 02:00:00,25.671,25.678,25.347,25.605,62934.09
2020-02-12 03:00:00,25.628,25.693,25.491,25.626,39675.94
2020-02-12 04:00:00,25.626,25.817,25.626,25.723,52496.77
2020-02-12 05:00:00,25.721,25.727,25.55,25.689,42947.26
2020-02-12 06:00:00,25.684,25.685,25.5,25.568,35460.31
2020-02-12 07:00:00,25.568,26.087,25.499,25.918,88597.68
2020-02-12 08:00:00,25.918,25.971,25.697,25.819,58851.49
2020-02-12 09:00:00,25.824,25.859,25.55,25.713,44338.29
2020-02-12 10:00:00,25.686,25.823,25.611,25.73,34240.06
2020-02-12 11:00:00,25.735,25.955,25.729,25.862,47616.74
2020-02-12 12:00:00,25.869,25.879,25.599,25.6,57835.26
2020-02-12 13:00:00,25.596,25.871,25.5,25.819,66616.67
2020-02-12 14:00:00,25.821,25.918,25.391,25.615,61579.21
2020-02-12 15:00:00,25.615,25.635,25.373,25.518,47959.55
2020-02-12 16:00:00,25.518,25.71,25.494,25.601,37823.52
2020-02-12 17:00:00,25.578,25.694,25.473,25.584,39863.38
2020-02-12 18:00:00,25.584,25.758,25.531,25.754,40136.83
2020-02-12 19:00:00,25.754,25.8,25.693,25.763,31109.08
2020-02-12 20:00:00,25.765,25.9,25.751,25.77,38813.72
2020-02-12 21:00:00,25.77,26.665,25.631,26.633,116695.61
2020-02-12 22:00:00,26.642,26.98,26.555,26.82,83576.85
2020-02-12 23:00:00,26.833,26.887,26.18,26.451,69518.34
2020-02-13 00:00:00,26.452,27.397,26.285,27.2,69940.51
2020-02-13 01:00:00,27.2,27.288,26.844,27.07,55384.64
2020-02-13 02:00:00,27.069,27.07,26.713,26.741,54311.93
2020-02-13 03:00:00,26.741,26.88,26.44,26.466,66995.8
2020-02-13 04:00:00,26.466,26.822,26.466,26.511,37913.32
2020-02-13 05:00:00,26.511,26.552,26.287,26.353,51086.17
2020-02-13 06:00:00,26.353,26.435,25.923,26.16,77586.12
2020-02-13 07:00:00,26.16,26.382,25.733,25.838,97283.8
2020-02-13 08:00:00,25.829,26.027,24.611,25.302,151019.19
2020-02-13 09:00:00,25.302,25.324,24.91,25.149,74608.26
2020-02-13 10:00:00,25.149,25.46,24.796,25.294,81623.68
2020-02-13 11:00:00,25.297,25.308,24.58,24.951,59933.42
2020-02-13 12:00:00,24.978,25.55,24.836,25.414,54784.88
2020-02-13 13:00:00,25.414,26.38,25.384,25.792,107501.69
2020-02-13 14:00:00,25.93,26.2,25.375,25.955,120676.09
2020-02-13 15:00:00,25.955,25.987,25.458,25.638,45912.93
2020-02-13 16:00:00,25.638,25.83,25.362,25.362,39751.28
2020-02-13 17:00:00,25.38,25.557,25.18,25.464,35381.19
2020-02-13 18:00:00,25.46,25.573,25.353,25.462,19758.62
2020-02-13 19:00:00,25.484,25.566,25.435,25.479,20799.38
2020-02-13 20:00:00,25.479,25.5,25.172,25.189,21293.6
2020-02-13 21:00:00,25.19,25.289,24.996,25.019,33302.84
2020-02-13 22:00:00,25.041,25.511,25.031,25.382,33440.97
2020-02-13 23:00:00,25.383,25.547,25.368,25.456,41465.11
2020-02-14 00:00:00,25.455,25.92,25.261,25.902,82432.1
2020-02-14 01:00:00,25.906,25.968,25.553,25.609,66168.38
